UF;Município;Limite de Gasto Prefeito 1º Turno;Limite de Gasto Prefeito 2º Turno;Limite de Gasto Vereador;Limite Contratação Prefeito;Limite Contratação Vereador;Eleitorado Apto 
BA;JUCURUÇU;108039,06;-;10803,91;85;43;8493 
BA;JUSSARA;108039,06;-;10803,91;125;63;12491 
BA;JUSSARI;108039,06;-;10803,91;52;26;5222 
BA;JUSSIAPE;108039,06;-;10803,91;67;34;6715 
BA;LAFAIETE COUTINHO;108039,06;-;10803,91;38;19;3840 
BA;LAGOA REAL;108039,06;-;17335,19;109;55;10879 
BA;LAJE;108039,06;-;14532,66;194;97;19400 
BA;LAJEDÃO;108039,06;-;10803,91;51;26;5145 
BA;LAJEDINHO;108039,06;-;10803,91;33;17;3254 
BA;LAJEDO DO TABOCAL;108039,06;-;10803,91;63;32;6333 
BA;LAMARÃO;108039,06;-;10803,91;81;41;8125 
BA;LAPÃO;108039,06;-;16240,62;207;104;20670 
BA;LAURO DE FREITAS;935092,05;-;140449,30;389;195;118561 
BA;LENÇÓIS;108039,06;-;13479,86;75;38;7454 
BA;LICÍNIO DE ALMEIDA;108039,06;-;10803,91;93;47;9324 
BA;LIVRAMENTO DE NOSSA SENHORA;144771,18;-;15758,41;304;152;33728 
BA;LUÍS EDUARDO MAGALHÃES;1103875,92;-;38980,82;317;159;46518 
BA;MACAJUBA;108039,06;-;10803,91;101;51;10072 
BA;MACARANI;177469,65;-;16509,43;139;70;13940 
BA;MACAÚBAS;192169,75;-;14981,26;304;152;34266 
BA;MACURURÉ;108039,06;-;10803,91;67;34;6682 
BA;MADRE DE DEUS;272489,44;-;34603,04;132;66;13234 
BA;MAETINGA;108039,06;-;10803,91;69;35;6897 
BA;MAIQUINIQUE;108039,06;-;10803,91;77;39;7711 
BA;MAIRI;169241,40;-;16301,03;147;74;14695 
BA;MALHADA;108039,06;-;10803,91;132;66;13241 
BA;MALHADA DE PEDRAS;108039,06;-;19123,11;75;38;7536 
BA;MANOEL VITORINO;108039,06;-;14720,87;124;62;12355 
BA;MANSIDÃO;108039,06;-;10803,91;101;51;10131 
BA;MARACÁS;108039,06;-;17718,90;210;105;21030 
BA;MARAGOGIPE;266868,42;-;10803,91;303;152;33480 
BA;MARAÚ;108039,06;-;10803,91;134;67;13400 
BA;MARCIONÍLIO SOUZA;108039,06;-;10803,91;80;40;7984 
BA;MASCOTE;108039,06;-;10803,91;95;48;9514 
BA;MATA DE SÃO JOÃO;232958,57;-;23238,78;307;154;36595 
BA;MATINA;108039,06;-;10803,91;93;47;9331 
BA;MEDEIROS NETO;309762,57;-;17610,71;182;91;18174 
BA;MIGUEL CALMON;108039,06;-;10803,91;218;109;21758 
BA;MILAGRES;108039,06;-;10803,91;91;46;9122 
BA;MIRANGABA;108039,06;-;10803,91;121;61;12091 
BA;MIRANTE;108039,06;-;10803,91;77;39;7661 
BA;MONTE SANTO;108039,06;-;15189,26;313;157;43025 
BA;MORPARÁ;108039,06;-;10803,91;73;37;7285 
BA;MORRO DO CHAPÉU;284466,01;-;23595,48;236;118;23557 
BA;MORTUGABA;108039,06;-;28693,79;96;48;9615 
BA;MUCUGÊ;108039,06;-;13947,82;89;45;8866 
BA;MUCURI;450366,23;-;69543,26;276;138;27631 
BA;MULUNGU DO MORRO;108039,06;-;10803,91;97;49;9704 
BA;MUNDO NOVO;138836,03;-;15372,64;160;80;15955 
BA;MUNIZ FERREIRA;108039,06;-;10803,91;74;37;7371 
BA;MUQUÉM DO SÃO FRANCISCO;108039,06;-;10803,91;93;47;9348 
BA;MURITIBA;188507,49;-;10803,91;195;98;19485 
BA;MUTUÍPE;108039,06;-;14864,20;182;91;18164 
BA;NAZARÉ;108039,06;-;10803,91;216;108;21609 
BA;NILO PEÇANHA;108039,06;-;10803,91;90;45;9030 
BA;NORDESTINA;108039,06;-;10803,91;106;53;10554 
BA;NOVA CANAÃ;108039,06;-;10803,91;126;63;12580 
BA;NOVA FÁTIMA;108039,06;-;10803,91;74;37;7376 
BA;NOVA IBIÁ;108039,06;-;10803,91;55;28;5486 
BA;NOVA ITARANA;108039,06;-;10803,91;57;29;5669 
BA;NOVA REDENÇÃO;108039,06;-;10803,91;62;31;6205 
BA;NOVA SOURE;108039,06;-;10803,91;201;101;20118 
BA;NOVA VIÇOSA;278130,72;-;17680,48;294;147;29395 
BA;NOVO HORIZONTE;108039,06;-;10803,91;86;43;8603 
BA;NOVO TRIUNFO;108039,06;-;10803,91;83;42;8310 
BA;OLINDINA;108039,06;-;10803,91;208;104;20826 
BA;OLIVEIRA DOS BREJINHOS;108039,06;-;10803,91;168;84;16809 
BA;OURIÇANGAS;108039,06;-;10803,91;71;36;7080 
BA;OUROLÂNDIA;108039,06;-;10803,91;132;66;13175 
BA;PALMAS DE MONTE ALTO;108039,06;-;16049,61;172;86;17207 
BA;PALMEIRAS;108039,06;-;10803,91;67;34;6670 
BA;PARAMIRIM;108039,06;-;10803,91;165;83;16549 
BA;PARATINGA;198082,76;-;33567,38;220;110;21980 
BA;PARIPIRANGA;108039,06;-;10803,91;212;106;21220 
BA;PAU BRASIL;108039,06;-;10803,91;75;38;7500 
BA;PAULO AFONSO;286149,31;-;34082,36;350;175;79759 
BA;PÉ DE SERRA;108039,06;-;23955,97;113;57;11255 
BA;PEDRÃO;108039,06;-;10803,91;62;31;6203 
BA;PEDRO ALEXANDRE;108039,06;-;10803,91;96;48;9559 
BA;PIATÃ;108039,06;-;10803,91;161;81;16097 
BA;PILÃO ARCADO;108039,06;-;19550,54;251;126;25088 
BA;PINDAÍ;108039,06;-;10803,91;125;63;12453 
BA;PINDOBAÇU;108039,06;-;10803,91;155;78;15488 
BA;PINTADAS;108039,06;-;10803,91;86;43;8616 
BA;PIRAÍ DO NORTE;108039,06;-;10803,91;64;32;6375 
BA;PIRIPÁ;108039,06;-;10803,91;94;47;9443 
BA;PIRITIBA;108039,06;-;16760,28;138;69;13826 
BA;PLANALTINO;147355,86;-;10803,91;66;33;6575 
BA;PLANALTO;108039,06;-;10803,91;182;91;18211 
BA;POÇÕES;108039,06;-;10803,91;305;153;35427 
BA;POJUCA;416783,31;-;40628,79;263;132;26252 
BA;PONTO NOVO;108039,06;-;10803,91;132;66;13192 
BA;PORTO SEGURO;260081,20;-;59089,36;357;179;87438 
BA;POTIRAGUÁ;218772,03;-;10803,91;92;46;9186 
BA;PRADO;239859,31;-;10803,91;213;107;21271 
BA;PRESIDENTE DUTRA;108039,06;-;10803,91;109;55;10922 
BA;PRESIDENTE JÂNIO QUADROS;108039,06;-;10803,91;117;59;11738 
BA;PRESIDENTE TANCREDO NEVES;167316,77;-;10803,91;201;101;20109 
BA;QUEIMADAS;108039,06;-;10803,91;200;100;20003 
BA;QUINJINGUE;169777,63;-;10803,91;208;104;20848 
BA;QUIXABEIRA;108039,06;-;10803,91;83;42;8322 
BA;RAFAEL JAMBEIRO;170073,80;-;10803,91;180;90;17958 
BA;REMANSO;141724,32;-;39981,23;299;150;29904 
BA;RETIROLÂNDIA;108039,06;-;10803,91;111;56;11107 
BA;RIACHÃO DAS NEVES;108039,06;-;10803,91;188;94;18781 
BA;RIACHÃO DO JACUÍPE;155508,17;-;18087,74;251;126;25118 
BA;RIACHO DE SANTANA;206104,40;-;14044,93;234;117;23350 
BA;RIBEIRA DO AMPARO;220198,38;-;10803,91;125;63;12512 
BA;RIBEIRA DO POMBAL;140027,95;-;17949,42;311;156;40693 
BA;RIBEIRÃO DO LARGO;108039,06;-;14802,42;73;37;7327 
BA;RIO DE CONTAS;108039,06;-;10803,91;122;61;12172 
BA;RIO DO ANTÔNIO;108039,06;-;10803,91;116;58;11600 
BA;RIO DO PIRES;108039,06;-;10803,91;104;52;10365 
BA;RIO REAL;232142,75;-;17842,01;294;147;29373 
BA;RODELAS;108039,06;-;10803,91;67;34;6692 
BA;RUY BARBOSA;108039,06;-;10803,91;241;121;24089 
BA;SALINAS DA MARGARIDA;108039,06;-;10803,91;116;58;11613 
BA;SALVADOR;14679383,56;4403815,07;396701,56;2218;621;1948154 
BA;SANTA BÁRBARA;178275,01;-;16236,96;180;90;18020 
BA;SANTA BRÍGIDA;108039,06;-;36591,72;120;60;12005 
BA;SANTA CRUZ CABRÁLIA;229143,03;-;49569,24;192;96;19211 
BA;SANTA CRUZ DA VITÓRIA;108039,06;-;10803,91;49;25;4879 
BA;SANTA INÊS;143129,82;-;10803,91;82;41;8240 
BA;SANTA LUZIA;206386,78;-;10803,91;96;48;9606 
BA;SANTA MARIA DA VITÓRIA;108039,06;-;10803,91;300;150;30107 
BA;SANTA RITA DE CÁSSIA;108039,06;-;10803,91;229;115;22889 
BA;SANTA TEREZINHA;108039,06;-;10803,91;89;45;8874 
BA;SANTALUZ;161431,85;-;21351,57;300;150;30094 
BA;SANTANA;191876,45;-;16401,21;203;102;20342 
BA;SANTANÓPOLIS;108039,06;-;10803,91;88;44;8766 
BA;SANTO AMARO;318449,51;-;27576,58;316;158;46155 
BA;SANTO ANTÔNIO DE JESUS;572574,34;-;21441,93;331;166;61187 
BA;SANTO ESTEVÃO;271586,90;-;22780,88;307;154;36739 
BA;SÃO DESIDÉRIO;150546,29;-;25440,29;202;101;20200 
BA;SÃO DOMINGOS;108039,06;-;10803,91;73;37;7269 
BA;SÃO FELIPE;108039,06;-;10803,91;174;87;17397 
BA;SÃO FÉLIX;108039,06;-;10803,91;104;52;10408 
BA;SÃO FÉLIX DO CORIBE;108039,06;-;10803,91;107;54;10655 
BA;SÃO FRANCISCO DO CONDE;108039,06;-;58988,71;290;145;29042 
BA;SÃO GABRIEL;219082,18;-;10803,91;156;78;15583 
BA;SÃO GONÇALO DOS CAMPOS;164325,68;-;10803,91;262;131;26222 
BA;SÃO JOSÉ DA VITÓRIA;108039,06;-;10803,91;42;21;4186 
BA;SÃO JOSÉ DO JACUÍPE;108039,06;-;10803,91;80;40;7960 
BA;SÃO MIGUEL DAS MATAS;108039,06;-;10803,91;87;44;8653 
BA;SÃO SEBASTIÃO DO PASSÉ;333052,10;-;15875,44;303;152;33034 
BA;SAPEAÇU;108039,06;-;10803,91;149;75;14929 
BA;SÁTIRO DIAS;108039,06;-;13579,35;141;71;14078 
BA;SAUBARA;108039,06;-;10803,91;119;60;11920 
BA;SAÚDE;108039,06;-;10803,91;88;44;8791 
BA;SEABRA;212782,32;-;13841,06;301;151;30592 
BA;SEBASTIÃO LARANJEIRAS;108039,06;-;10803,91;72;36;7193 
BA;SENHOR DO BONFIM;354067,67;-;35396,41;315;158;44981 
BA;SENTO SÉ;148969,89;-;22710,14;291;146;29132 
BA;SERRA DO RAMALHO;149962,40;-;10803,91;235;118;23496 
BA;SERRA DOURADA;178698,32;-;26155,74;154;77;15414 
BA;SERRA PRETA;108039,06;-;10803,91;173;87;17348 
BA;SERRINHA;108039,06;-;26478,73;326;163;56264 
BA;SERROLÂNDIA;108039,06;-;10803,91;104;52;10369 
BA;SIMÕES FILHO;657881,98;-;57600,13;350;175;79514 
BA;SÍTIO DO MATO;108039,06;-;10803,91;100;50;9960 
BA;SÍTIO DO QUINTO;108039,06;-;10803,91;97;49;9669 
BA;SOBRADINHO;108039,06;-;15711,59;179;90;17943 
BA;SOUTO SOARES;135504,64;-;10803,91;128;64;12795 
BA;TABOCAS DO BREJO VELHO;145492,83;-;13819,58;105;53;10505 
BA;TANHAÇU;276944,53;-;23900,16;171;86;17074 
BA;TANQUE NOVO;108039,06;-;10803,91;123;62;12285 
BA;TANQUINHO;108039,06;-;10803,91;69;35;6877 
BA;TAPEROÁ;108039,06;-;10803,91;129;65;12900 
BA;TAPIRAMUTÁ;108039,06;-;10803,91;115;58;11541 
BA;TEIXEIRA DE FREITAS;599438,65;-;38051,46;373;187;103123 
BA;TEODORO SAMPAIO;108039,06;-;10803,91;68;34;6761 
BA;TEOFILÂNDIA;108039,06;-;10803,91;177;89;17658 
BA;TEOLÂNDIA;108039,06;-;10803,91;108;54;10812 
BA;TERRA NOVA;108039,06;-;10803,91;102;51;10165 
BA;TREMEDAL;108039,06;-;10803,91;165;83;16464 
BA;TUCANO;108039,06;-;24988,50;309;155;39463 
BA;UAUÁ;144728,32;-;10803,91;211;106;21087 
BA;UBAÍRA;108039,06;-;19964,40;161;81;16115 
BA;UBAITABA;144368,06;-;10803,91;133;67;13290 
BA;UBATÃ;108039,06;-;25234,06;135;68;13508 
BA;UIBAÍ;108039,06;-;10803,91;118;59;11780 
BA;UMBURANAS;148970,88;-;15885,46;109;55;10908 
BA;UNA;108039,06;-;10803,91;148;74;14808 
BA;URANDI;108039,06;-;10803,91;126;63;12587 
BA;URUÇUCA;187867,06;-;10803,91;182;91;18156 
BA;UTINGA;108039,06;-;16460,66;132;66;13240 
BA;VALENÇA;363014,62;-;27870,76;332;166;62262 
BA;VALENTE;108039,06;-;10803,91;188;94;18789 
BA;VÁRZEA DA ROÇA;108039,06;-;21345,78;110;55;10990 
BA;VÁRZEA DO POÇO;108039,06;-;10803,91;68;34;6824 
BA;VÁRZEA NOVA;152817,13;-;10803,91;94;47;9415 
BA;VARZEDO;108039,06;-;10803,91;75;38;7483 
BA;VERA CRUZ;108039,06;-;10803,91;302;151;31738 
BA;VEREDA;108039,06;-;10803,91;65;33;6474 
BA;VITÓRIA DA CONQUISTA;579174,92;173752,48;59989,48;501;251;230598 
BA;WAGNER;108039,06;-;10803,91;75;38;7511 
BA;WANDERLEY;108039,06;-;10803,91;103;52;10273 
BA;WENCESLAU GUIMARÃES;161618,11;-;15720,82;156;78;15561 
BA;XIQUE-XIQUE;179232,03;-;13941,93;305;153;34582 
CE;ABAIARA;108039,06;-;23235,54;65;33;6467 
CE;ACARAPE;108039,06;-;10803,91;121;61;12114 
CE;ACARAÚ;305393,50;-;46484,34;315;158;44679 
CE;ACOPIARA;291435,17;-;21475,63;309;155;38623 
CE;AIUABA;108039,06;-;10803,91;115;58;11477 
CE;ALCÂNTARAS;108039,06;-;19586,58;87;44;8744 
CE;ALTANEIRA;108039,06;-;10803,91;52;26;5170 
CE;ALTO SANTO;108039,06;-;10803,91;127;64;12681 
CE;AMONTADA;108039,06;-;10803,91;291;146;29119 
CE;ANTONINA DO NORTE;108039,06;-;10803,91;71;36;7100 
CE;APUIARÉS;108039,06;-;10803,91;127;64;12729 
CE;AQUIRAZ;691759,61;-;69247,59;321;161;51365 
CE;ARACATI;640124,27;-;57825,12;325;163;54818 
CE;ARACOIABA;108039,06;-;33867,01;242;121;24154 
CE;ARARENDÁ;108039,06;-;10803,91;92;46;9175 
CE;ARARIPE;161669,48;-;16011,22;180;90;17989 
CE;ARATUBA;108039,06;-;10803,91;100;50;10037 
CE;ARNEIROZ;108039,06;-;10803,91;70;35;7047 
CE;ASSARÉ;108039,06;-;10803,91;192;96;19233 
CE;AURORA;141648,66;-;17790,24;211;106;21147 
CE;BAIXIO;108039,06;-;10803,91;55;28;5518 
CE;BANABUIÚ;202509,16;-;10803,91;132;66;13235 
CE;BARBALHA;267838,12;-;18627,90;310;155;39501 
CE;BARREIRA;136738,63;-;18508,18;187;94;18691 
CE;BARRO;108039,06;-;10803,91;171;86;17146 
CE;BARROQUINHA;108039,06;-;10803,91;130;65;12974 
CE;BATURITÉ;247046,57;-;40810,53;240;120;23969 
CE;BEBERIBE;243486,05;-;38857,64;313;157;43090 
CE;BELA CRUZ;108039,06;-;17387,62;183;92;18298 
CE;BOA VIAGEM;108039,06;-;44263,27;313;157;43222 
CE;BREJO SANTO;307879,84;-;33754,65;301;151;31098 
CE;CAMOCIM;423405,01;-;27432,48;311;156;41199 
CE;CAMPOS SALES;152284,36;-;19943,80;211;106;21108 
CE;CANINDÉ;260544,14;-;28485,94;328;164;58159 
CE;CAPISTRANO;108039,06;-;10803,91;142;71;14227 
CE;CARIDADE;244559,03;-;10803,91;146;73;14587 
CE;CARIRÉ;108039,06;-;10803,91;131;66;13134 
CE;CARIRIAÇU;108039,06;-;24379,43;206;103;20625 
CE;CARIÚS;176248,71;-;18209,59;134;67;13391 
CE;CARNAUBAL;108039,06;-;18039,58;143;72;14297 
CE;CASCAVEL;166557,23;-;40451,74;325;163;55351 
CE;CATARINA;137425,64;-;10803,91;95;48;9466 
CE;CATUNDA;167235,79;-;19635,75;87;44;8713 
CE;CAUCAIA;1333635,71;400090,71;82509,33;483;242;213181 
CE;CEDRO;190355,62;-;22368,89;211;106;21056 
CE;CHAVAL;108039,06;-;10803,91;112;56;11154 
CE;CHORÓ;108039,06;-;10803,91;119;60;11931 
CE;CHOROZINHO;108039,06;-;10803,91;176;88;17572 
CE;COREAÚ;464129,84;-;19537,77;195;98;19473 
CE;CRATEÚS;134098,10;-;20177,88;323;162;52758 
CE;CRATO;632983,69;-;25771,04;347;174;76927 
CE;CROATÁ;144843,78;-;10803,91;150;75;14978 
CE;CRUZ;153806,27;-;18853,16;208;104;20830 
CE;DEPUTADO IRAPUAN PINHEIRO;108039,06;-;10803,91;72;36;7208 
CE;ERERÊ;108039,06;-;10803,91;54;27;5428 
CE;EUSÉBIO;353292,92;-;29570,45;308;154;38491 
CE;FARIAS BRITO;108039,06;-;13832,12;142;71;14208 
CE;FORQUILHA;373582,69;-;18463,83;170;85;16961 
CE;FORTALEZA;12408490,10;3722547,03;460018,94;1963;550;1692712 
CE;FORTIM;108039,06;-;14748,31;136;68;13561 
CE;FRECHEIRINHA;108039,06;-;10803,91;107;54;10665 
CE;GENERAL SAMPAIO;108039,06;-;16069,27;75;38;7500 
CE;GRAÇA;108039,06;-;10803,91;132;66;13222 
CE;GRANJA;134363,16;-;40944,52;312;156;41976 
CE;GRANJEIRO;108039,06;-;10803,91;49;25;4870 
CE;GROAÍRAS;177022,30;-;10803,91;78;39;7841 
CE;GUAIÚBA;183206,20;-;10803,91;196;98;19607 
CE;GUARACIABA DO NORTE;217591,44;-;21535,56;303;152;32950 
CE;GUARAMIRANGA;108039,06;-;10803,91;57;29;5728 
CE;HIDROLÂNDIA;174705,03;-;10803,91;166;83;16570 
CE;HORIZONTE;426797,49;-;32387,69;319;160;48561 
CE;IBARETAMA;108039,06;-;10803,91;119;60;11854 
CE;IBIAPINA;108039,06;-;10803,91;159;80;15896 
CE;IBICUITINGA;108039,06;-;10803,91;121;61;12138 
CE;ICAPUÍ;108039,06;-;40807,54;164;82;16393 
CE;ICÓ;209080,30;-;18376,13;324;162;54121 
CE;IGUATU;467560,85;-;45891,89;330;165;60396 
CE;INDEPENDÊNCIA;108039,06;-;10803,91;221;111;22117 
CE;IPAPORANGA;154045,41;-;10803,91;86;43;8638 
CE;IPAUMIRIM;108039,06;-;10803,91;96;48;9618 
CE;IPU;108039,06;-;14419,46;304;152;33808 
CE;IPUEIRAS;147653,49;-;10803,91;303;152;33489 
CE;IRACEMA;108039,06;-;10803,91;118;59;11761 
CE;IRAUÇUBA;108039,06;-;10803,91;152;76;15168 
CE;ITAIÇABA;108039,06;-;10803,91;68;34;6804 
CE;ITAITINGA;241045,93;-;10803,91;253;127;25282 
CE;ITAPAGÉ;108039,06;-;15402,61;303;152;33040 
CE;ITAPIPOCA;618264,54;-;51247,14;349;175;79312 
CE;ITAPIÚNA;108039,06;-;18620,98;141;71;14147 
CE;ITAREMA;186202,68;-;14091,75;276;138;27638 
CE;ITATIRA;136011,57;-;10803,91;182;91;18186 
CE;JAGUARETAMA;108039,06;-;26232,18;160;80;15977 
CE;JAGUARIBARA;177808,81;-;20572,83;82;41;8172 
CE;JAGUARIBE;414065,51;-;37999,23;300;150;30495 
CE;JAGUARUANA;237355,80;-;10803,91;283;142;28279 
CE;JARDIM;108039,06;-;37231,85;199;100;19902 
CE;JATI;108039,06;-;10803,91;63;32;6266 
CE;JIJOCA DE JERICOACOARA;108039,06;-;19225,56;141;71;14102 
CE;JUAZEIRO DO NORTE;1201150,00;-;37827,68;430;215;160170 
CE;JUCÁS;216813,23;-;10803,91;177;89;17656 
CE;LAVRAS DA MANGABEIRA;538703,95;-;23220,95;257;129;25664 
CE;LIMOEIRO DO NORTE;172038,87;-;33520,57;310;155;40182 
CE;MADALENA;168559,05;-;13532,72;142;71;14152 
CE;MARACANAÚ;1228419,66;-;81152,06;408;204;138032 
CE;MARANGUAPE;406302,42;-;46348,27;346;173;75927 
CE;MARCO;323037,21;-;15236,11;196;98;19622 
CE;MARTINÓPOLE;108039,06;-;10803,91;96;48;9641 
CE;MASSAPÊ;918968,33;-;21774,32;297;149;29655 
CE;MAURITI;178549,21;-;25776,39;306;153;35510 
CE;MERUOCA;185322,21;-;10803,91;101;51;10078 
CE;MILAGRES;146889,30;-;44489,66;198;99;19844 
CE;MILHÃ;108039,06;-;10803,91;117;59;11734 
CE;MIRAÍMA;108039,06;-;10803,91;103;52;10272 
CE;MISSÃO VELHA;201258,61;-;10803,91;256;128;25552 
CE;MOMBAÇA;145413,24;-;15256,87;304;152;34155 
CE;MONSENHOR TABOSA;108039,06;-;10803,91;154;77;15361 
CE;MORADA NOVA;405154,65;-;32716,26;328;164;58074 
CE;MORAÚJO;108039,06;-;10803,91;73;37;7263 
CE;MORRINHOS;137836,58;-;15546,57;168;84;16814 
CE;MUCAMBO;108039,06;-;10803,91;134;67;13423 
CE;MULUNGU;108039,06;-;19377,32;76;38;7587 
CE;NOVA OLINDA;108039,06;-;20765,38;111;56;11065 
CE;NOVA RUSSAS;151911,94;-;10803,91;241;121;24116 
CE;NOVO ORIENTE;108039,06;-;16256,54;227;114;22714 
CE;OCARA;108039,06;-;10803,91;211;106;21094 
CE;ORÓS;263613,97;-;10803,91;188;94;18819 
CE;PACAJUS;418107,46;-;38389,07;320;160;49691 
CE;PACATUBA;167856,20;-;21052,31;316;158;46459 
CE;PACOTI;272535,76;-;24931,14;106;53;10586 
CE;PACUJÁ;108039,06;-;10803,91;60;30;6006 
CE;PALHANO;108039,06;-;10803,91;85;43;8487 
CE;PALMÁCIA;160626,20;-;16270,64;94;47;9359 
CE;PARACURU;166326,76;-;10803,91;300;150;30046 
CE;PARAIPABA;344248,12;-;14901,75;222;111;22231 
CE;PARAMBU;108039,06;-;10803,91;281;141;28093 
CE;PARAMOTI;108039,06;-;14371,91;87;44;8741 
CE;PEDRA BRANCA;282819,15;-;26265,33;307;154;37224 
CE;PENAFORTE;108039,06;-;17076,25;73;37;7263 
CE;PENTECOSTE;202938,27;-;16516,84;302;151;32218 
CE;PEREIRO;201722,65;-;15941,29;148;74;14837 
CE;PINDORETAMA;146046,67;-;26147,45;175;88;17543 
CE;PIQUET CARNEIRO;108039,06;-;10803,91;113;57;11346 
CE;PIRES FERREIRA;108039,06;-;10803,91;80;40;8036 
CE;PORANGA;108039,06;-;17572,92;103;52;10271 
CE;PORTEIRAS;108039,06;-;16863,60;120;60;12021 
CE;POTENGI;108039,06;-;10803,91;78;39;7839 
CE;POTIRETAMA;108039,06;-;10803,91;55;28;5510 
CE;QUITERIANÓPOLIS;108039,06;-;16432,58;169;85;16949 
CE;QUIXADÁ;470105,59;-;41236,93;328;164;57963 
CE;QUIXELÔ;108039,06;-;10803,91;123;62;12300 
CE;QUIXERAMOBIM;511569,40;-;38705,95;327;164;56997 
CE;QUIXERÉ;168118,55;-;10803,91;159;80;15910 
CE;REDENÇÃO;108039,06;-;10803,91;251;126;25076 
CE;RERIUTABA;108039,06;-;10803,91;167;84;16718 
CE;RUSSAS;387503,36;-;28651,66;324;162;53610 
CE;SABOEIRO;215255,35;-;21183,62;137;69;13675 
CE;SALITRE;108039,06;-;19751,42;132;66;13153 
CE;SANTA QUITÉRIA;192743,25;-;44286,47;305;153;35362 
CE;SANTANA DO ACARAÚ;108039,06;-;15900,06;252;126;25177 
CE;SANTANA DO CARIRI;108039,06;-;10803,91;117;59;11742 
CE;SÃO BENEDITO;169754,41;-;10803,91;309;155;38786 
CE;SÃO GONÇALO DO AMARANTE;264991,39;-;22752,79;312;156;42227 
CE;SÃO JOÃO DO JAGUARIBE;108039,06;-;10803,91;75;38;7501 
CE;SÃO LUÍS DO CURU;108039,06;-;10803,91;119;60;11919 
CE;SENADOR POMPEU;190700,02;-;10803,91;219;110;21926 
CE;SENADOR SÁ;108039,06;-;10803,91;61;31;6131 
CE;SOBRAL;1412722,15;-;106625,67;401;201;131395 
CE;SOLONÓPOLE;248817,56;-;27406,34;150;75;15031 
CE;TABULEIRO DO NORTE;108039,06;-;25659,15;255;128;25461 
CE;TAMBORIL;108039,06;-;14072,91;215;108;21514 
CE;TARRAFAS;108039,06;-;10803,91;75;38;7545 
CE;TAUÁ;543751,31;-;25849,56;315;158;45156 
CE;TEJUÇUOCA;271327,46;-;10803,91;132;66;13240 
CE;TIANGUÁ;697762,87;-;27404,47;317;159;47175 
CE;TRAIRI;108039,06;-;10803,91;313;157;43009 
CE;TURURU;146174,85;-;10803,91;137;69;13686 
CE;UBAJARA;108039,06;-;14915,23;216;108;21552 
CE;UMARI;108039,06;-;10803,91;65;33;6494 
CE;UMIRIM;190975,47;-;10803,91;158;79;15833 
CE;URUBURETAMA;108039,06;-;15917,59;170;85;17003 
CE;URUOCA;108039,06;-;10803,91;115;58;11452 
CE;VARJOTA;108039,06;-;10803,91;159;80;15909 
CE;VÁRZEA ALEGRE;266563,18;-;10803,91;270;135;26983 
CE;VIÇOSA DO CEARÁ;250996,95;-;29784,52;309;155;39452 
ES;AFONSO CLÁUDIO;154502,36;-;31328,38;253;127;25278 
ES;ÁGUA DOCE DO NORTE;272788,91;-;16830,51;96;48;9635 
ES;ÁGUIA BRANCA;108039,06;-;10803,91;75;38;7496 
ES;ALEGRE;177159,88;-;25916,55;226;113;22601 
ES;ALFREDO CHAVES;108039,06;-;18653,08;120;60;11969 
ES;ALTO RIO NOVO;108039,06;-;10803,91;63;32;6310 
ES;ANCHIETA;929130,06;-;78976,34;233;117;23315 
ES;APIACÁ;108039,06;-;22374,79;60;30;6021 
ES;ARACRUZ;771123,82;-;88417,37;338;164;67589 
ES;ATÍLIO VIVÁCQUA;108039,06;-;10803,91;88;44;8837 
ES;BAIXO GUANDU;352311,15;-;30452,40;221;111;22058 
ES;BARRA DE SÃO FRANCISCO;190944,62;-;59603,87;304;152;33842 
ES;BOA ESPERANÇA;171504,86;-;30682,19;100;50;9973 
ES;BOM JESUS DO NORTE;108039,06;-;10803,91;69;35;6926 
ES;BREJETUBA;108039,06;-;18030,84;96;48;9605 
ES;CACHOEIRO DE ITAPEMIRIM;882893,29;-;78128,98;407;164;136943 
ES;CARIACICA;872943,77;261883,13;89809,26;525;164;255477 
ES;CASTELO;327101,75;-;17756,68;282;141;28155 
ES;COLATINA;327306,75;-;81772,83;358;164;88039 
ES;CONCEIÇÃO DA BARRA;312147,38;-;14614,22;231;116;23132 
ES;CONCEIÇÃO DO CASTELO;108039,06;-;10803,91;94;47;9449 
ES;DIVINO DE SÃO LOURENÇO;108039,06;-;10803,91;37;19;3681 
ES;DOMINGOS MARTINS;158256,40;-;19969,78;257;129;25739 
ES;DORES DO RIO PRETO;108039,06;-;10803,91;57;29;5700 
ES;ECOPORANGA;185727,87;-;16593,71;192;96;19167 
ES;FUNDÃO;108039,06;-;10803,91;144;72;14423 
ES;GOVERNADOR LINDENBERG;108039,06;-;18544,36;90;45;8956 
ES;GUAÇUÍ;108039,06;-;21488,29;218;109;21752 
ES;GUARAPARI;903615,97;-;54994,51;358;164;88239 
ES;IBATIBA;178394,02;-;59459,52;181;91;18133 
ES;IBIRAÇU;339498,65;-;26679,01;91;46;9088 
ES;IBITIRAMA;108039,06;-;10803,91;63;32;6251 
ES;ICONHA;108039,06;-;10803,91;110;55;10957 
ES;IRUPI;108039,06;-;22742,21;107;54;10671 
ES;ITAGUAÇU;138969,86;-;16636,11;110;55;10982 
ES;ITAPEMIRIM;518351,28;-;48220,93;278;139;27813 
ES;ITARANA;108039,06;-;10803,91;91;46;9074 
