"Abrangência";"Qt Aptos";"Qt Aptos Totalizados";"Comparecimento";"Abstenção";"Qt Seções";"Qt Seções Totalizadas"
"RIACHUELO";"12.936";"12.936";"12.163";"773";"47";"47"
"ABADIÂNIA";"9.813";"9.813";"8.352";"1.461";"32";"32"
"AÇAILÂNDIA";"72.520";"72.520";"58.735";"13.785";"227";"227"
"CHAVES";"12.374";"12.374";"9.355";"3.019";"44";"44"
"SÃO MIGUEL DO ANTA";"5.783";"5.783";"5.205";"578";"16";"16"
"MISSÃO VELHA";"28.114";"28.114";"23.374";"4.740";"94";"94"
"SEBASTIÃO LARANJEIRAS";"7.037";"7.037";"6.010";"1.027";"24";"24"
"SÃO JOSÉ DO BELMONTE";"25.954";"25.954";"19.226";"6.728";"73";"73"
"OLIVEIRA DOS BREJINHOS";"15.798";"15.798";"12.837";"2.961";"64";"64"
"AGRESTINA";"18.703";"18.703";"16.342";"2.361";"56";"56"
"TROMBUDO CENTRAL";"5.170";"5.170";"4.789";"381";"16";"16"
"GARARU";"7.875";"7.875";"7.518";"357";"27";"27"
"EDEALINA";"3.452";"3.452";"3.120";"332";"10";"10"
"MARIBONDO";"9.564";"9.564";"8.526";"1.038";"33";"33"
"LAGOA DE ITAENGA";"17.297";"17.297";"14.981";"2.316";"50";"50"
"BAURU";"248.917";"248.917";"203.976";"44.941";"662";"662"
"CANELINHA";"8.966";"8.966";"8.180";"786";"27";"27"
"PALESTINA DO PARÁ";"6.030";"6.030";"4.903";"1.127";"18";"18"
"SATUBA";"9.005";"9.005";"8.450";"555";"28";"28"
"GUAIMBÉ";"4.642";"4.642";"3.985";"657";"12";"12"
"FREI INOCÊNCIO";"7.051";"7.051";"5.807";"1.244";"26";"26"
"PIAU";"3.009";"3.009";"2.718";"291";"11";"11"
"CONDOR";"5.447";"5.447";"5.096";"351";"18";"18"
"LUCÉLIA";"15.050";"15.050";"11.761";"3.289";"44";"44"
"IBIAÍ";"6.483";"6.483";"5.500";"983";"19";"19"
"PRESIDENTE DUTRA";"41.153";"41.153";"33.672";"7.481";"148";"148"
"VERA MENDES";"3.127";"3.127";"2.642";"485";"11";"11"
"OCAUÇU";"3.500";"3.500";"3.052";"448";"12";"12"
"BONFIM";"13.750";"13.750";"12.111";"1.639";"52";"52"
"CRAÍBAS";"15.180";"15.180";"14.127";"1.053";"45";"45"
"SÃO JOSÉ DA LAJE";"14.554";"14.554";"13.616";"938";"44";"44"
"BELO MONTE";"4.203";"4.203";"3.942";"261";"14";"14"
"BIRIGUI";"78.109";"78.109";"66.247";"11.862";"211";"211"
"IPUBI";"20.764";"20.764";"16.555";"4.209";"56";"56"
"MACAU";"20.699";"20.699";"19.005";"1.694";"71";"71"
"CORONEL JOÃO PESSOA";"3.803";"3.803";"3.194";"609";"12";"12"
"RUSSAS";"50.210";"50.210";"43.824";"6.386";"160";"160"
"SÃO LOURENÇO DA SERRA";"11.069";"11.069";"9.379";"1.690";"31";"31"
"MARCO";"19.579";"19.579";"18.094";"1.485";"66";"66"
"BARRO PRETO";"5.488";"5.488";"4.682";"806";"16";"16"
"HORIZONTE";"45.405";"45.405";"40.076";"5.329";"126";"126"
"RIACHO DOS CAVALOS";"6.828";"6.828";"6.368";"460";"26";"26"
"MUNIZ FREIRE";"15.049";"15.049";"12.070";"2.979";"50";"50"
"TRIUNFO POTIGUAR";"3.920";"3.920";"3.535";"385";"16";"16"
"MONÇÕES";"1.927";"1.927";"1.776";"151";"6";"6"
"CAÇU";"8.753";"8.753";"7.716";"1.037";"31";"31"
"XAMBIOÁ";"8.222";"8.222";"6.997";"1.225";"41";"41"
"CASEARA";"3.802";"3.802";"3.294";"508";"10";"10"
"PERIQUITO";"6.315";"6.315";"5.193";"1.122";"20";"20"
"IBICOARA";"12.644";"12.644";"10.888";"1.756";"39";"39"
"CURITIBA";"1.172.939";"1.172.939";"1.066.280";"106.659";"3.868";"3.868"
"CABO FRIO";"132.576";"132.576";"109.673";"22.903";"368";"368"
"FLORES";"16.153";"16.153";"13.454";"2.699";"47";"47"
"TURVOLÂNDIA";"3.924";"3.924";"3.516";"408";"13";"13"
"NOVO HAMBURGO";"177.706";"177.706";"151.411";"26.295";"481";"481"
"PATOS";"67.562";"67.562";"55.856";"11.706";"212";"212"
"DIAMANTINO";"14.925";"14.925";"12.191";"2.734";"50";"50"
"FORTALEZA DO TABOCÃO";"2.277";"2.277";"2.060";"217";"6";"6"
"SÃO PEDRO DO TURVO";"5.485";"5.485";"4.885";"600";"14";"14"
"SAPUCAÍ-MIRIM";"5.095";"5.095";"4.421";"674";"17";"17"
"ITAPICURU";"23.058";"23.058";"17.285";"5.773";"69";"69"
"CAMARGO";"2.183";"2.183";"2.110";"73";"11";"11"
"ILÓPOLIS";"3.625";"3.625";"3.389";"236";"15";"15"
"ÁGUAS DE CHAPECÓ";"4.639";"4.639";"4.105";"534";"12";"12"
"BALNEÁRIO PIÇARRAS";"12.550";"12.550";"10.602";"1.948";"36";"36"
"PINHÃO";"28.055";"28.055";"23.731";"4.324";"96";"96"
"SÃO FRANCISCO DO GUAPORÉ";"11.136";"11.136";"9.339";"1.797";"34";"34"
"PATY DO ALFERES";"21.889";"21.889";"18.345";"3.544";"62";"62"
"NOVO ARIPUANÃ";"11.343";"11.343";"8.791";"2.552";"38";"38"
"IMBITUVA";"20.907";"20.907";"18.548";"2.359";"68";"68"
"VERMELHO NOVO";"4.571";"4.571";"4.152";"419";"13";"13"
"MORRO DO PILAR";"3.123";"3.123";"2.844";"279";"13";"13"
"SÃO JOSÉ DO INHACORÁ";"2.184";"2.184";"1.994";"190";"8";"8"
"URUANA";"11.347";"11.347";"9.566";"1.781";"38";"38"
"JOÃO LISBOA";"18.237";"18.237";"14.561";"3.676";"66";"66"
"EMBAÚBA";"2.478";"2.478";"2.277";"201";"7";"7"
"COMERCINHO";"7.044";"7.044";"5.098";"1.946";"23";"23"
"ITACARÉ";"12.952";"12.952";"11.075";"1.877";"48";"48"
"PRANCHITA";"4.667";"4.667";"4.259";"408";"17";"17"
"VALENÇA DO PIAUÍ";"16.205";"16.205";"12.992";"3.213";"51";"51"
"ADELÂNDIA";"2.592";"2.592";"2.433";"159";"7";"7"
"CAPITÃO";"2.563";"2.563";"2.506";"57";"12";"12"
"MOSSORÓ";"164.975";"164.975";"143.853";"21.122";"460";"460"
"QUARTO CENTENÁRIO";"4.042";"4.042";"3.493";"549";"14";"14"
"MONTEIRÓPOLIS";"4.921";"4.921";"4.475";"446";"19";"19"
"CACHOEIRAS DE MACACU";"43.545";"43.545";"36.514";"7.031";"135";"135"
"CAFARNAUM";"12.835";"12.835";"10.044";"2.791";"38";"38"
"TABOCAS DO BREJO VELHO";"10.064";"10.064";"8.730";"1.334";"30";"30"
"CORUPÁ";"11.253";"11.253";"10.053";"1.200";"37";"37"
"BETÂNIA DO PIAUÍ";"5.022";"5.022";"4.339";"683";"15";"15"
"UNIÃO";"33.724";"33.724";"28.064";"5.660";"107";"107"
"PIANCÓ";"11.076";"11.076";"10.228";"848";"40";"40"
"MOMBUCA";"2.959";"2.959";"2.700";"259";"10";"10"
"APARECIDA DE GOIÂNIA";"272.115";"272.115";"228.003";"44.112";"747";"747"
"SÃO BRÁS DO SUAÇUÍ";"3.110";"3.110";"2.797";"313";"11";"11"
"SÃO PEDRO DO SUAÇUÍ";"4.388";"4.388";"3.853";"535";"17";"17"
"CUNHA PORÃ";"8.536";"8.536";"7.858";"678";"30";"30"
"SENADOR GEORGINO AVELINO";"3.767";"3.767";"3.430";"337";"12";"12"
"NERÓPOLIS";"20.090";"20.090";"17.215";"2.875";"53";"53"
"PEDRA PRETA";"15.471";"15.471";"13.351";"2.120";"47";"47"
"TAGUATINGA";"10.873";"10.873";"8.776";"2.097";"32";"32"
"ARARAS";"90.643";"90.643";"76.262";"14.381";"235";"235"
"TIBAGI";"14.675";"14.675";"12.036";"2.639";"48";"48"
"BURITI BRAVO";"16.523";"16.523";"12.511";"4.012";"51";"51"
"CACHOEIRA DOS ÍNDIOS";"7.059";"7.059";"5.894";"1.165";"26";"26"
"SANTO EXPEDITO";"2.619";"2.619";"2.399";"220";"8";"8"
"SACRAMENTO";"19.001";"19.001";"16.244";"2.757";"55";"55"
"BOCAINA DE MINAS";"4.648";"4.648";"4.181";"467";"13";"13"
"ITAÚ DE MINAS";"12.270";"12.270";"10.298";"1.972";"35";"35"
"SANTA VITÓRIA DO PALMAR";"24.529";"24.529";"19.268";"5.261";"71";"71"
"DOM PEDRO DE ALCÂNTARA";"2.301";"2.301";"2.274";"27";"9";"9"
"MILTON BRANDÃO";"5.582";"5.582";"4.337";"1.245";"20";"20"
"BOA VISTA DO GURUPI";"4.800";"4.800";"4.044";"756";"16";"16"
"UBERLÂNDIA";"444.792";"444.792";"374.485";"70.307";"1.246";"1.246"
"IBIRAPUÃ";"6.184";"6.184";"5.418";"766";"26";"26"
"CARINHANHA";"20.486";"20.486";"15.985";"4.501";"63";"63"
"SANTA TEREZINHA";"28.433";"28.433";"23.377";"5.056";"94";"94"
"CÂNDIDO GODÓI";"5.631";"5.631";"5.382";"249";"30";"30"
"VESPASIANO CORRÊA";"2.388";"2.388";"2.285";"103";"10";"10"
"ALTO PIQUIRI";"7.047";"7.047";"6.307";"740";"30";"30"
"PASSO DE CAMARAGIBE";"10.010";"10.010";"9.361";"649";"35";"35"
"GUARAREMA";"21.913";"21.913";"18.865";"3.048";"63";"63"
"ANALÂNDIA";"5.413";"5.413";"4.646";"767";"16";"16"
"COREAÚ";"18.390";"18.390";"15.363";"3.027";"68";"68"
"RIO POMBA";"13.712";"13.712";"11.260";"2.452";"44";"44"
"RIO PARANAÍBA";"9.323";"9.323";"8.135";"1.188";"29";"29"
"RIO DOS ÍNDIOS";"3.094";"3.094";"2.909";"185";"10";"10"
"IPIRA";"3.759";"3.759";"3.425";"334";"14";"14"
"DONA EMMA";"2.855";"2.855";"2.719";"136";"9";"9"
"SÃO JOSÉ DO PEIXE";"3.249";"3.249";"2.688";"561";"10";"10"
"PEDRO VELHO";"12.477";"12.477";"10.115";"2.362";"41";"41"
"SÃO FÉLIX DE BALSAS";"3.889";"3.889";"3.315";"574";"15";"15"
"NOVA ROSALÂNDIA";"2.551";"2.551";"2.238";"313";"9";"9"
"TRAIPU";"15.073";"15.073";"13.554";"1.519";"56";"56"
"GUAIÇARA";"8.285";"8.285";"6.797";"1.488";"23";"23"
"POÇOS DE CALDAS";"110.616";"110.616";"90.332";"20.284";"344";"344"
"SÃO JOÃO DO SOTER";"11.048";"11.048";"9.133";"1.915";"42";"42"
"TAPURAH";"6.937";"6.937";"5.757";"1.180";"18";"18"
"PALMEIRANTE";"3.418";"3.418";"2.928";"490";"15";"15"
"TARUMÃ";"10.569";"10.569";"9.149";"1.420";"28";"28"
"PORTO MURTINHO";"8.908";"8.908";"7.114";"1.794";"26";"26"
"CHORROCHÓ";"8.362";"8.362";"7.418";"944";"30";"30"
"LAGOÃO";"5.065";"5.065";"4.597";"468";"22";"22"
"SANTO ÂNGELO";"61.461";"61.461";"49.604";"11.857";"182";"182"
"COMODORO";"13.339";"13.339";"10.527";"2.812";"40";"40"
"JAÇANÃ";"6.479";"6.479";"5.350";"1.129";"19";"19"
"TALISMÃ";"2.120";"2.120";"2.020";"100";"8";"8"
"BAGÉ";"88.793";"88.793";"72.366";"16.427";"250";"250"
"PROGRESSO";"5.209";"5.209";"4.861";"348";"25";"25"
"GUATAPARÁ";"5.276";"5.276";"4.492";"784";"14";"14"
"BARRA DO MENDES";"11.650";"11.650";"8.689";"2.961";"50";"50"
"ITAMARAJU";"41.369";"41.369";"33.596";"7.773";"138";"138"
"BANDEIRANTE";"2.720";"2.720";"2.556";"164";"9";"9"
"VILA RICA";"13.463";"13.463";"10.142";"3.321";"41";"41"
"SÃO MATEUS";"75.133";"75.133";"60.636";"14.497";"233";"233"
"BAYEUX";"70.704";"70.704";"60.024";"10.680";"213";"213"
"TEOLÂNDIA";"9.828";"9.828";"8.459";"1.369";"32";"32"
"JEREMOABO";"24.783";"24.783";"20.624";"4.159";"88";"88"
"PARAÚNA";"8.864";"8.864";"7.501";"1.363";"25";"25"
"IGARACY";"5.738";"5.738";"4.491";"1.247";"20";"20"
"SANTA MERCEDES";"2.608";"2.608";"2.274";"334";"10";"10"
"PRAIA NORTE";"6.184";"6.184";"5.013";"1.171";"22";"22"
"NOVA ALIANÇA";"5.201";"5.201";"4.637";"564";"15";"15"
"PARAGUAÇU";"16.369";"16.369";"13.803";"2.566";"45";"45"
"IRECÊ";"43.802";"43.802";"35.189";"8.613";"134";"134"
"SANTANÓPOLIS";"8.267";"8.267";"7.348";"919";"25";"25"
"ELDORADO DO SUL";"24.333";"24.333";"20.797";"3.536";"68";"68"
"COROATÁ";"45.340";"45.340";"33.280";"12.060";"155";"155"
"TAPAUÁ";"11.730";"11.730";"9.662";"2.068";"34";"34"
"DUERÉ";"3.259";"3.259";"3.027";"232";"16";"16"
"SANTA ERNESTINA";"5.104";"5.104";"4.569";"535";"15";"15"
"SANTA MARIA DO TOCANTINS";"2.290";"2.290";"2.122";"168";"11";"11"
"OIAPOQUE";"17.023";"17.023";"11.716";"5.307";"53";"53"
"DOM BOSCO";"3.273";"3.273";"3.025";"248";"12";"12"
"SANTA MARIA DO SALTO";"4.532";"4.532";"3.587";"945";"14";"14"
"ITAPÉ";"9.263";"9.263";"7.457";"1.806";"31";"31"
"NOVA PALMA";"5.258";"5.258";"4.924";"334";"19";"19"
"JOÃO PESSOA";"480.237";"480.237";"407.363";"72.874";"1.244";"1.244"
"TUTÓIA";"36.214";"36.214";"27.209";"9.005";"116";"116"
"PIRPIRITUBA";"7.948";"7.948";"6.352";"1.596";"29";"29"
"COLNIZA";"17.819";"17.819";"14.046";"3.773";"59";"59"
"CAETITÉ";"36.332";"36.332";"31.102";"5.230";"116";"116"
"CORIBE";"12.644";"12.644";"10.374";"2.270";"41";"41"
"MORRINHOS DO SUL";"2.970";"2.970";"2.928";"42";"10";"10"
"COROMANDEL";"22.481";"22.481";"18.999";"3.482";"73";"73"
"DORES DO INDAIÁ";"11.303";"11.303";"9.162";"2.141";"39";"39"
"CAMPINA DAS MISSÕES";"5.390";"5.390";"4.750";"640";"28";"28"
"MARIANO MORO";"2.052";"2.052";"1.991";"61";"8";"8"
"BARRA DO OURO";"3.488";"3.488";"2.916";"572";"11";"11"
"NOVO JARDIM";"2.042";"2.042";"1.775";"267";"7";"7"
"PARAPUÃ";"8.755";"8.755";"7.110";"1.645";"24";"24"
"JAMBEIRO";"4.363";"4.363";"3.876";"487";"12";"12"
"MARLIÉRIA";"3.846";"3.846";"3.486";"360";"13";"13"
"CAPITÃO LEÔNIDAS MARQUES";"12.020";"12.020";"10.098";"1.922";"42";"42"
"CUSTÓDIA";"27.232";"27.232";"20.878";"6.354";"79";"79"
"ARIPUANÃ";"13.505";"13.505";"10.238";"3.267";"41";"41"
"XIQUE-XIQUE";"33.219";"33.219";"26.928";"6.291";"121";"121"
"FORQUETINHA";"2.703";"2.703";"2.545";"158";"12";"12"
"MUTUM";"20.705";"20.705";"18.316";"2.389";"63";"63"
"CARAÍ";"14.812";"14.812";"10.562";"4.250";"41";"41"
"BELO JARDIM";"56.736";"56.736";"45.705";"11.031";"155";"155"
"JAPOATÃ";"9.376";"9.376";"8.926";"450";"50";"50"
"SANTO ANTÔNIO DA BARRA";"3.784";"3.784";"3.467";"317";"11";"11"
"CURRALINHO";"17.169";"17.169";"14.366";"2.803";"52";"52"
"SÃO JOAQUIM";"18.491";"18.491";"16.239";"2.252";"60";"60"
"GALINHOS";"2.173";"2.173";"2.006";"167";"8";"8"
"JARDIM DE ANGICOS";"2.758";"2.758";"2.635";"123";"10";"10"
"TRÊS BARRAS DO PARANÁ";"8.698";"8.698";"7.945";"753";"27";"27"
"SÃO MIGUEL DA BOA VISTA";"1.744";"1.744";"1.616";"128";"5";"5"
"ELISEU MARTINS";"3.907";"3.907";"3.255";"652";"14";"14"
"SÃO RAIMUNDO NONATO";"21.307";"21.307";"17.790";"3.517";"75";"75"
"TUIUTI";"5.121";"5.121";"4.500";"621";"15";"15"
"JOAÍMA";"11.452";"11.452";"8.172";"3.280";"36";"36"
"PEDERNEIRAS";"31.230";"31.230";"26.026";"5.204";"88";"88"
"MARQUES DE SOUZA";"3.644";"3.644";"3.356";"288";"16";"16"
"SANTO ANTÔNIO DE GOIÁS";"5.179";"5.179";"4.686";"493";"14";"14"
"PONTES E LACERDA";"29.985";"29.985";"23.355";"6.630";"96";"96"
"MARIANÓPOLIS DO TOCANTINS";"2.520";"2.520";"2.431";"89";"12";"12"
"CAPUTIRA";"7.836";"7.836";"6.721";"1.115";"23";"23"
"SUCUPIRA DO RIACHÃO";"4.223";"4.223";"3.576";"647";"15";"15"
"BUJARU";"18.036";"18.036";"15.835";"2.201";"64";"64"
"MANOEL VIANA";"6.033";"6.033";"4.966";"1.067";"17";"17"
"SÃO MIGUEL DA BAIXA GRANDE";"2.369";"2.369";"2.118";"251";"7";"7"
"IBATEGUARA";"9.184";"9.184";"8.514";"670";"30";"30"
"NACIP RAYDAN";"2.897";"2.897";"2.568";"329";"8";"8"
"LAJES PINTADAS";"4.994";"4.994";"4.605";"389";"14";"14"
"PALMELO";"2.134";"2.134";"1.950";"184";"7";"7"
"FORQUILHA";"17.374";"17.374";"15.111";"2.263";"56";"56"
"UMUARAMA";"75.856";"75.856";"60.477";"15.379";"225";"225"
"OTACÍLIO COSTA";"12.585";"12.585";"11.235";"1.350";"39";"39"
"CRISTALINA";"29.833";"29.833";"24.162";"5.671";"83";"83"
"GUIRATINGA";"8.883";"8.883";"7.387";"1.496";"22";"22"
"QUATÁ";"10.396";"10.396";"8.365";"2.031";"32";"32"
"DOBRADA";"5.440";"5.440";"4.814";"626";"17";"17"
"RESENDE COSTA";"8.716";"8.716";"7.461";"1.255";"31";"31"
"PIEDADE";"39.117";"39.117";"31.653";"7.464";"100";"100"
"ITAPECERICA";"17.175";"17.175";"15.175";"2.000";"63";"63"
"CAJURI";"3.921";"3.921";"3.541";"380";"12";"12"
"JAGUARI";"10.107";"10.107";"8.660";"1.447";"35";"35"
"REGENTE FEIJÓ";"15.055";"15.055";"12.388";"2.667";"48";"48"
"BARRA DO CHOÇA";"25.244";"25.244";"19.816";"5.428";"72";"72"
"BARROS CASSAL";"9.223";"9.223";"8.107";"1.116";"32";"32"
"TREZE TÍLIAS";"4.948";"4.948";"4.445";"503";"17";"17"
"POÇO VERDE";"15.946";"15.946";"14.436";"1.510";"54";"54"
"SÃO MIGUEL";"18.839";"18.839";"14.190";"4.649";"63";"63"
"TENENTE LAURENTINO CRUZ";"4.770";"4.770";"4.284";"486";"13";"13"
"AURORA DO PARÁ";"16.187";"16.187";"13.475";"2.712";"59";"59"
"ITANHANDU";"11.626";"11.626";"9.950";"1.676";"31";"31"
"ITAINÓPOLIS";"8.918";"8.918";"7.535";"1.383";"29";"29"
"SÃO JOÃO DE PIRABAS";"16.586";"16.586";"14.071";"2.515";"46";"46"
"POMERODE";"21.405";"21.405";"19.083";"2.322";"59";"59"
"MARACANÃ";"22.150";"22.150";"19.488";"2.662";"94";"94"
"CARIÚS";"16.325";"16.325";"13.123";"3.202";"62";"62"
"APARECIDA";"35.086";"35.086";"30.258";"4.828";"102";"102"
"ARARAQUARA";"157.412";"157.412";"127.537";"29.875";"445";"445"
"BOCAIÚVA";"34.431";"34.431";"27.335";"7.096";"103";"103"
"CAMBUÍ";"20.131";"20.131";"16.730";"3.401";"56";"56"
"ALMIRANTE TAMANDARÉ";"65.474";"65.474";"57.151";"8.323";"177";"177"
"SANTA MARIA DO PARÁ";"18.810";"18.810";"15.887";"2.923";"55";"55"
"BAMBUÍ";"18.812";"18.812";"15.454";"3.358";"57";"57"
"MACHACALIS";"5.388";"5.388";"4.768";"620";"20";"20"
"ERVAL GRANDE";"4.116";"4.116";"3.909";"207";"15";"15"
"NOVO TIRADENTES";"2.011";"2.011";"1.842";"169";"11";"11"
"RIBEIRÃOZINHO";"1.936";"1.936";"1.695";"241";"6";"6"
"PERUÍBE";"51.879";"51.879";"39.196";"12.683";"144";"144"
"MATEUS LEME";"21.002";"21.002";"17.935";"3.067";"58";"58"
"UTINGA";"12.682";"12.682";"10.421";"2.261";"42";"42"
"BOQUIRA";"15.339";"15.339";"12.222";"3.117";"64";"64"
"PEJUÇARA";"3.323";"3.323";"3.038";"285";"15";"15"
"LOBATO";"3.785";"3.785";"3.505";"280";"13";"13"
"TOBIAS BARRETO";"32.551";"32.551";"30.074";"2.477";"131";"131"
"SÃO PEDRO DE ALCÂNTARA";"3.827";"3.827";"3.585";"242";"11";"11"
"IELMO MARINHO";"9.173";"9.173";"8.803";"370";"33";"33"
"ALDEIAS ALTAS";"17.180";"17.180";"13.827";"3.353";"53";"53"
"CARAGUATATUBA";"73.201";"73.201";"58.720";"14.481";"196";"196"
"LAGOA DO OURO";"10.281";"10.281";"8.441";"1.840";"32";"32"
"ROSANA";"16.853";"16.853";"12.324";"4.529";"49";"49"
"ALVINLÂNDIA";"2.727";"2.727";"2.460";"267";"8";"8"
"CAPÃO DO LEÃO";"18.250";"18.250";"15.586";"2.664";"52";"52"
"APODI";"28.066";"28.066";"24.681";"3.385";"75";"75"
"GROSSOS";"7.810";"7.810";"7.198";"612";"25";"25"
"NOVA CAMPINA";"6.852";"6.852";"5.907";"945";"21";"21"
"GUARANI DE GOIÁS";"3.850";"3.850";"3.279";"571";"16";"16"
"TORRE DE PEDRA";"2.685";"2.685";"2.306";"379";"8";"8"
"PAPAGAIOS";"11.000";"11.000";"9.866";"1.134";"30";"30"
"CAMPOS BORGES";"2.939";"2.939";"2.778";"161";"11";"11"
"MARIALVA";"26.367";"26.367";"22.441";"3.926";"79";"79"
"ENTRE RIOS DO OESTE";"3.233";"3.233";"3.110";"123";"12";"12"
"MONTEIRO LOBATO";"3.573";"3.573";"3.140";"433";"11";"11"
"IGARATÁ";"7.677";"7.677";"6.711";"966";"27";"27"
"SANTO ANTÔNIO DO RIO ABAIXO";"1.689";"1.689";"1.633";"56";"5";"5"
"SENTINELA DO SUL";"4.350";"4.350";"3.890";"460";"13";"13"
"CAJUEIRO";"12.102";"12.102";"11.166";"936";"41";"41"
"ÁLVARES MACHADO";"17.248";"17.248";"14.408";"2.840";"45";"45"
"BOA VISTA DAS MISSÕES";"2.014";"2.014";"1.854";"160";"6";"6"
"BONFIM DO PIAUÍ";"4.481";"4.481";"3.881";"600";"21";"21"
"PAPANDUVA";"14.343";"14.343";"12.493";"1.850";"41";"41"
"JUNQUEIRÓPOLIS";"13.128";"13.128";"11.118";"2.010";"36";"36"
"CARRANCAS";"3.168";"3.168";"2.850";"318";"9";"9"
"CASINHAS";"12.562";"12.562";"9.620";"2.942";"38";"38"
"INDAIATUBA";"140.461";"140.461";"118.277";"22.184";"362";"362"
"SANTO ANTÔNIO DO ARACANGUÁ";"5.983";"5.983";"5.557";"426";"18";"18"
"NOVORIZONTE";"4.266";"4.266";"3.740";"526";"20";"20"
"BELO CAMPO";"14.729";"14.729";"11.741";"2.988";"54";"54"
"SÃO FÉLIX DO ARAGUAIA";"6.775";"6.775";"5.092";"1.683";"21";"21"
"DIONÍSIO";"7.443";"7.443";"5.955";"1.488";"27";"27"
"BARRA FUNDA";"2.383";"2.383";"2.292";"91";"12";"12"
"GENERAL SAMPAIO";"6.278";"6.278";"5.783";"495";"22";"22"
"TOCOS DO MOJI";"3.657";"3.657";"3.490";"167";"11";"11"
"TIRADENTES DO SUL";"5.107";"5.107";"4.673";"434";"25";"25"
"PALMA SOLA";"5.978";"5.978";"5.143";"835";"26";"26"
